Season,Team,Gtm,Opp,Spread,Total
2016,CLE,10,@BAL,7.5,44.0
2016,CLE,11,PIT,8.0,45.5
2016,CLE,12,NYG,6.5,46.5
2016,CLE,13,CIN,4.5,42.0
2016,CLE,14,@BUF,10.5,43.0
2016,CLE,15,SDG,4.5,45.0
2016,CLE,16,@PIT,3.0,41.5
2016,DAL,1,NYG,-1.0,47.5
2016,DAL,2,@WAS,3.5,47.0
2016,DAL,3,CHI,-6.5,44.5
2016,DAL,4,@SFO,-1.0,44.5
2016,DAL,5,CIN,2.5,46.0
2016,DAL,6,@GNB,5.0,47.0
2016,DAL,7,PHI,-5.0,44.0
2016,DAL,8,@CLE,-7.0,49.0
2016,DAL,9,@PIT,3.0,50.5
2016,DAL,10,BAL,-7.0,44.5
2016,DAL,11,WAS,-5.5,53.0
2016,DAL,12,@MIN,-3.0,43.5
2016,DAL,13,@NYG,-3.5,47.0
2016,DAL,14,TAM,-7.0,47.5
2016,DAL,15,DET,-6.5,46.5
2016,DAL,16,@PHI,6.5,44.0
2016,DEN,1,CAR,3.0,40.5
2016,DEN,2,IND,-6.0,47.0
2016,DEN,3,@CIN,3.5,42.0
2016,DEN,4,@TAM,-3.5,43.0
2016,DEN,5,ATL,-3.5,44.5
2016,DEN,6,@SDG,-3.0,44.0
2016,DEN,7,HOU,-8.5,40.0
2016,DEN,8,SDG,-3.5,43.0
2016,DEN,9,@OAK,1.0,44.5
2016,DEN,10,@NOR,3.0,50.0
2016,DEN,11,KAN,-3.5,40.0
2016,DEN,12,@JAX,-3.5,38.5
2016,DEN,13,@TEN,2.0,44.0
2016,DEN,14,NWE,3.0,43.0
2016,DEN,15,@KAN,3.5,38.0
2016,DEN,16,OAK,-1.0,40.0
2016,DET,1,@IND,2.5,51.0
2016,DET,2,TEN,-6.0,48.0
2016,DET,3,@GNB,6.0,47.5
2016,DET,4,@CHI,-3.0,48.0
2016,DET,5,PHI,3.5,46.0
2016,DET,6,LAR,-2.5,44.0
2016,DET,7,WAS,1.0,50.0
2016,DET,8,@HOU,1.0,46.5
2016,DET,9,@MIN,4.5,42.5
2016,DET,10,JAX,-5.5,47.0
2016,DET,11,MIN,-1.5,42.0
2016,DET,12,@NOR,6.5,53.0
2016,DET,13,CHI,-7.5,42.0
2016,DET,14,@NYG,4.0,42.5
2016,DET,15,@DAL,6.5,46.5
2016,DET,16,GNB,3.5,50.0
2016,GNB,1,@JAX,-3.5,47.0
2016,GNB,2,@MIN,-1.5,43.0
2016,GNB,3,DET,-6.0,47.5
2016,GNB,4,NYG,-7.0,49.0
2016,GNB,5,DAL,-5.0,47.0
2016,GNB,6,CHI,-7.5,46.5
2016,GNB,7,@ATL,3.0,51.0
2016,GNB,8,IND,-7.5,52.0
2016,GNB,9,@TEN,-3.0,48.5
2016,GNB,10,@WAS,3.0,48.0
2016,GNB,11,@PHI,4.0,47.0
2016,GNB,12,HOU,-6.5,44.5
2016,GNB,13,SEA,3.0,47.0
2016,GNB,14,@CHI,-4.5,40.0
2016,GNB,15,MIN,-6.0,44.5
2016,GNB,16,@DET,-3.5,50.0
2016,HTX,1,CHI,-5.5,43.0
2016,HTX,2,KAN,1.0,41.5
2016,HTX,3,@NWE,0.0,38.5
2016,HTX,4,TEN,-4.0,40.0
2016,HTX,5,@MIN,6.0,39.0
2016,HTX,6,IND,-3.0,47.5
2016,HTX,7,@DEN,8.5,40.0
2016,HTX,8,DET,-1.0,46.5
2016,HTX,9,@JAX,3.0,42.0
2016,HTX,10,@OAK,6.5,45.5
2016,HTX,11,SDG,2.5,45.5
2016,HTX,12,@GNB,6.5,44.5
2016,HTX,13,@IND,6.5,47.5
2016,HTX,14,JAX,-3.5,39.5
2016,HTX,15,CIN,-3.0,41.5
2016,HTX,16,@TEN,3.0,41.5
2016,CLT,1,DET,-2.5,51.0
2016,CLT,2,@DEN,6.0,47.0
2016,CLT,3,SDG,-1.5,51.5
2016,CLT,4,@JAX,-1.0,48.0
2016,CLT,5,CHI,-4.0,47.5
2016,CLT,6,@HOU,3.0,47.5
2016,CLT,7,@TEN,4.0,48.0
2016,CLT,8,KAN,3.0,50.5
2016,CLT,9,@GNB,7.5,52.0
2016,CLT,10,TEN,-3.0,53.5
2016,CLT,11,PIT,8.0,50.0
2016,CLT,12,@NYJ,1.0,48.5
2016,CLT,13,HOU,-6.5,47.5
2016,CLT,14,@MIN,5.0,44.5
2016,CLT,15,@OAK,3.5,52.0
2016,CLT,16,JAX,-5.5,48.5
2016,JAX,1,GNB,3.5,47.0
2016,JAX,2,@SDG,3.0,47.5
2016,JAX,3,BAL,2.5,45.0
2016,JAX,4,IND,1.0,48.0
2016,JAX,5,@CHI,2.5,46.0
2016,JAX,6,OAK,-2.0,47.5
2016,JAX,7,@TEN,3.0,43.5
2016,JAX,8,@KAN,7.0,42.5
2016,JAX,9,HOU,-3.0,42.0
2016,JAX,10,@DET,5.5,47.0
2016,JAX,11,@BUF,8.5,43.5
2016,JAX,12,DEN,3.5,38.5
2016,JAX,13,MIN,3.0,38.0
2016,JAX,14,@HOU,3.5,39.5
2016,JAX,15,TEN,4.0,44.0
2016,JAX,16,@IND,5.5,48.5
2016,KAN,1,SDG,-6.5,45.5
2016,KAN,2,@HOU,-1.0,41.5
2016,KAN,3,NYJ,-3.0,44.5
2016,KAN,4,@PIT,3.0,48.0
2016,KAN,5,@OAK,-1.0,46.5
2016,KAN,6,NOR,-7.0,51.5
2016,KAN,7,@IND,-3.0,50.5
2016,KAN,8,JAX,-7.0,42.5
2016,KAN,9,@CAR,3.0,44.0
2016,KAN,10,TAM,-7.0,45.0
2016,KAN,11,@DEN,3.5,40.0
2016,KAN,12,@ATL,5.0,50.0
2016,KAN,13,OAK,-3.5,46.0
2016,KAN,14,TEN,-6.0,43.0
2016,KAN,15,DEN,-3.5,38.0
2016,KAN,16,@SDG,-5.5,45.0
2016,SDG,1,@KAN,6.5,45.5
2016,SDG,2,JAX,-3.0,47.5
2016,SDG,3,@IND,1.5,51.5
2016,SDG,4,NOR,-3.5,54.0
2016,SDG,5,@OAK,3.5,50.5
2016,SDG,6,DEN,3.0,44.0
2016,SDG,7,@ATL,4.5,52.5
2016,SDG,8,@DEN,3.5,43.0
2016,SDG,9,TEN,-3.5,47.5
2016,SDG,10,MIA,-4.0,48.5
2016,SDG,11,@HOU,-2.5,45.5
2016,SDG,12,TAM,-3.5,49.0
2016,SDG,13,@CAR,1.0,48.5
2016,SDG,14,OAK,2.5,49.5
2016,SDG,15,@CLE,-4.5,45.0
2016,SDG,16,KAN,5.5,45.0
2016,RAM,1,@SFO,-2.5,43.0
2016,RAM,2,SEA,5.5,38.0
2016,RAM,3,@TAM,3.5,40.5
2016,RAM,4,@ARI,10.0,43.5
2016,RAM,5,BUF,2.5,41.5
2016,RAM,6,@DET,2.5,44.0
2016,RAM,7,NYG,2.5,44.5
2016,RAM,8,CAR,3.0,44.5
2016,RAM,9,@NYJ,-1.0,39.0
2016,RAM,10,MIA,-1.0,39.0
2016,RAM,11,@NOR,8.0,45.0
2016,RAM,12,@NWE,13.0,44.5
2016,RAM,13,ATL,4.5,44.0
2016,RAM,14,@SEA,15.0,39.5
2016,RAM,15,SFO,-6.0,39.5
2016,RAM,16,ARI,7.0,39.0
2016,RAI,1,@NOR,2.5,50.0
2016,RAI,2,ATL,-4.0,47.5
2016,RAI,3,@TEN,-1.5,47.0
2016,RAI,4,@BAL,3.5,45.0
2016,RAI,5,SDG,-3.5,50.5
2016,RAI,6,KAN,1.0,46.5
2016,RAI,7,@JAX,2.0,47.5
2016,RAI,8,@TAM,1.0,48.0
2016,RAI,9,DEN,-1.0,44.5
2016,RAI,10,HOU,-6.5,45.5
2016,RAI,11,CAR,-3.5,48.5
2016,RAI,12,BUF,-3.0,48.5
2016,RAI,13,@KAN,3.5,46.0
2016,RAI,14,@SDG,-2.5,49.5
2016,RAI,15,IND,-3.5,52.0
2016,RAI,16,@DEN,1.0,40.0
2016,MIA,1,@SEA,10.5,43.5
2016,MIA,2,@NWE,5.5,42.0
2016,MIA,3,CLE,-10.0,42.0
2016,MIA,4,@CIN,7.5,46.0
2016,MIA,5,TEN,-2.5,44.5
2016,MIA,6,PIT,7.5,49.5
2016,MIA,7,BUF,2.5,46.0
2016,MIA,8,NYJ,-3.5,45.0
2016,MIA,9,@SDG,4.0,48.5
2016,MIA,10,@LAR,1.0,39.0
2016,MIA,11,SFO,-7.5,44.5
2016,MIA,12,@BAL,3.5,41.5
2016,MIA,13,ARI,2.0,44.0
2016,MIA,14,@NYJ,-2.5,40.0
2016,MIA,15,@BUF,4.5,44.5
2016,MIA,16,NWE,7.5,47.0
2016,MIN,1,@TEN,-2.5,40.0
2016,MIN,2,GNB,1.5,43.0
2016,MIN,3,@CAR,6.0,43.0
2016,MIN,4,NYG,-3.5,42.5
2016,MIN,5,HOU,-6.0,39.0
2016,MIN,6,@PHI,-3.0,39.0
2016,MIN,7,@CHI,-4.5,39.5
2016,MIN,8,DET,-4.5,42.5
2016,MIN,9,@WAS,2.5,42.0
2016,MIN,10,ARI,-2.0,39.5
2016,MIN,11,@DET,1.5,42.0
2016,MIN,12,DAL,3.0,43.5
2016,MIN,13,@JAX,-3.0,38.0
2016,MIN,14,IND,-5.0,44.5
2016,MIN,15,@GNB,6.0,44.5
2016,MIN,16,CHI,-6.0,44.0
2016,NWE,1,@ARI,9.0,44.5
2016,NWE,2,MIA,-5.5,42.0
2016,NWE,3,HOU,0.0,38.5
2016,NWE,4,BUF,-3.5,41.0
2016,NWE,5,@CLE,-10.0,47.5
2016,NWE,6,CIN,-7.5,48.0
2016,NWE,7,@PIT,-7.5,49.0
2016,NWE,8,@BUF,-5.5,48.0
2016,NWE,9,SEA,-7.5,49.5
2016,NWE,10,@SFO,-10.5,51.5
2016,NWE,11,@NYJ,-8.5,48.0
2016,NWE,12,LAR,-13.0,44.5
2016,NWE,13,BAL,-6.0,45.0
2016,NWE,14,@DEN,-3.0,43.0
2016,NWE,15,NYJ,-17.0,45.0
2016,NWE,16,@MIA,-7.5,47.0
2016,NOR,1,OAK,-2.5,50.0
2016,NOR,2,@NYG,3.5,54.0
2016,NOR,3,ATL,-2.5,54.0
2016,NOR,4,@SDG,3.5,54.0
2016,NOR,5,CAR,2.5,53.5
2016,NOR,6,@KAN,7.0,51.5
2016,NOR,7,SEA,1.0,50.0
2016,NOR,8,@SFO,-5.0,53.0
2016,NOR,9,DEN,-3.0,50.0
2016,NOR,10,@CAR,3.5,52.5
2016,NOR,11,LAR,-8.0,45.0
2016,NOR,12,DET,-6.5,53.0
2016,NOR,13,@TAM,2.0,52.0
2016,NOR,14,@ARI,3.0,48.5
2016,NOR,15,TAM,-3.0,53.0
2016,NOR,16,@ATL,7.5,58.5
2016,NYG,1,@DAL,1.0,47.5
2016,NYG,2,NOR,-3.5,54.0
2016,NYG,3,WAS,-3.5,47.0
2016,NYG,4,@MIN,3.5,42.5
2016,NYG,5,@GNB,7.0,49.0
2016,NYG,6,BAL,-3.5,42.5
2016,NYG,7,@LAR,-2.5,44.5
2016,NYG,8,PHI,-3.0,42.5
2016,NYG,9,CIN,1.0,49.5
2016,NYG,10,CHI,-7.0,41.5
2016,NYG,11,@CLE,-6.5,46.5
2016,NYG,12,@PIT,6.5,49.5
2016,NYG,13,DAL,3.5,47.0
2016,NYG,14,DET,-4.0,42.5
2016,NYG,15,@PHI,1.5,42.5
2016,NYG,16,@WAS,9.0,47.5
2016,NYJ,1,CIN,-1.0,42.0
2016,NYJ,2,@BUF,1.0,40.5
2016,NYJ,3,@KAN,3.0,44.5
2016,NYJ,4,SEA,1.0,40.0
2016,NYJ,5,@PIT,10.0,50.0
2016,NYJ,6,@ARI,7.0,45.5
2016,NYJ,7,BAL,-2.5,40.0
2016,NYJ,8,@CLE,-2.5,45.5
2016,NYJ,9,@MIA,3.5,45.0
2016,NYJ,10,LAR,1.0,39.0
2016,NYJ,11,NWE,8.5,48.0
2016,NYJ,12,IND,-1.0,48.5
2016,NYJ,13,@SFO,3.0,42.5
2016,NYJ,14,MIA,2.5,40.0
2016,NYJ,15,@NWE,17.0,45.0
2016,NYJ,16,BUF,3.5,43.0
2016,PHI,1,CLE,-4.0,41.5
2016,PHI,2,@CHI,3.0,42.5
2016,PHI,3,PIT,3.5,46.5
2016,PHI,4,@DET,-3.5,46.0
2016,PHI,5,@WAS,-3.0,45.0
2016,PHI,6,MIN,3.0,39.0
2016,PHI,7,@DAL,5.0,44.0
2016,PHI,8,@NYG,3.0,42.5
2016,PHI,9,ATL,-2.0,48.5
2016,PHI,10,@SEA,6.5,42.5
2016,PHI,11,GNB,-4.0,47.0
2016,PHI,12,@CIN,2.0,42.0
2016,PHI,13,WAS,2.0,48.5
2016,PHI,14,@BAL,5.0,41.0
2016,PHI,15,NYG,-1.5,42.5
2016,PHI,16,DAL,-6.5,44.0
2016,PIT,1,@WAS,-2.5,49.0
2016,PIT,2,CIN,-3.0,48.0
2016,PIT,3,@PHI,-3.5,46.5
2016,PIT,4,KAN,-3.0,48.0
2016,PIT,5,NYJ,-10.0,50.0
2016,PIT,6,@MIA,-7.5,49.5
2016,PIT,7,NWE,7.5,49.0
2016,PIT,8,@BAL,-3.5,46.0
2016,PIT,9,DAL,-3.0,50.5
2016,PIT,10,@CLE,-8.0,45.5
2016,PIT,11,@IND,-8.0,50.0
2016,PIT,12,NYG,-6.5,49.5
2016,PIT,13,@BUF,-1.0,45.5
2016,PIT,14,@CIN,-3.0,45.5
2016,PIT,15,BAL,-5.5,46.5
2016,PIT,16,CLE,-3.0,41.5
2016,SFO,1,LAR,2.5,43.0
2016,SFO,2,@CAR,12.0,44.5
2016,SFO,3,@SEA,10.5,42.0
2016,SFO,4,DAL,1.0,44.5
2016,SFO,5,ARI,3.5,42.5
2016,SFO,6,@BUF,7.5,44.0
2016,SFO,7,TAM,-1.0,45.0
2016,SFO,8,NOR,5.0,53.0
2016,SFO,9,@ARI,13.5,46.5
2016,SFO,10,NWE,10.5,51.5
2016,SFO,11,@MIA,7.5,44.5
2016,SFO,12,@CHI,0.0,44.0
2016,SFO,13,NYJ,-3.0,42.5
2016,SFO,14,@ATL,13.5,51.5
2016,SFO,15,@LAR,6.0,39.5
2016,SFO,16,SEA,11.5,45.0
2016,SEA,1,MIA,-10.5,43.5
2016,SEA,2,@LAR,-5.5,38.0
2016,SEA,3,SFO,-10.5,42.0
2016,SEA,4,@NYJ,-1.0,40.0
2016,SEA,5,ATL,-7.0,45.5
2016,SEA,6,@ARI,2.5,43.0
2016,SEA,7,@NOR,-1.0,50.0
2016,SEA,8,BUF,-5.5,43.5
2016,SEA,9,@NWE,7.5,49.5
2016,SEA,10,PHI,-6.5,42.5
2016,SEA,11,@TAM,-5.0,46.0
2016,SEA,12,CAR,-8.0,43.5
2016,SEA,13,@GNB,-3.0,47.0
2016,SEA,14,LAR,-15.0,39.5
2016,SEA,15,ARI,-9.0,43.5
2016,SEA,16,@SFO,-11.5,45.0
2016,TAM,1,@ATL,2.5,46.5
2016,TAM,2,@ARI,7.5,49.5
2016,TAM,3,LAR,-3.5,40.5
2016,TAM,4,DEN,3.5,43.0
2016,TAM,5,@CAR,6.0,46.5
2016,TAM,6,@SFO,1.0,45.0
2016,TAM,7,OAK,-1.0,48.0
2016,TAM,8,ATL,4.5,49.0
2016,TAM,9,CHI,2.5,45.0
2016,TAM,10,@KAN,7.0,45.0
2016,TAM,11,SEA,5.0,46.0
2016,TAM,12,@SDG,3.5,49.0
2016,TAM,13,NOR,-2.0,52.0
2016,TAM,14,@DAL,7.0,47.5
2016,TAM,15,@NOR,3.0,53.0
2016,TAM,16,CAR,-3.0,44.5
2016,OTI,1,MIN,2.5,40.0
2016,OTI,2,@DET,6.0,48.0
2016,OTI,3,OAK,1.5,47.0
2016,OTI,4,@HOU,4.0,40.0
2016,OTI,5,@MIA,2.5,44.5
2016,OTI,6,CLE,-7.5,44.5
2016,OTI,7,IND,-4.0,48.0
2016,OTI,8,JAX,-3.0,43.5
2016,OTI,9,@SDG,3.5,47.5
2016,OTI,10,GNB,3.0,48.5
2016,OTI,11,@IND,3.0,53.5
2016,OTI,12,@CHI,-6.5,41.5
2016,OTI,13,DEN,-2.0,44.0
2016,OTI,14,@KAN,6.0,43.0
2016,OTI,15,@JAX,-4.0,44.0
2016,OTI,16,HOU,-3.0,41.5
2016,WAS,1,PIT,2.5,49.0
2016,WAS,2,DAL,-3.5,47.0
2016,WAS,3,@NYG,3.5,47.0
2016,WAS,4,CLE,-7.5,48.0
2016,WAS,5,@BAL,4.0,44.5
2016,WAS,6,PHI,3.0,45.0
2016,WAS,7,@DET,-1.0,50.0
2016,WAS,8,@CIN,3.0,49.0
2016,WAS,9,MIN,-2.5,42.0
2016,WAS,10,GNB,-3.0,48.0
2016,WAS,11,@DAL,5.5,53.0
2016,WAS,12,@ARI,2.5,48.5
2016,WAS,13,@PHI,-2.0,48.5
2016,WAS,14,CAR,-7.0,50.5
2016,WAS,15,@CHI,-3.0,49.0
2016,WAS,16,NYG,-9.0,47.5
2017,CRD,1,@DET,-2.5,48.5
2017,CRD,2,@IND,-7.0,44.0
2017,CRD,3,DAL,3.0,46.5
2017,CRD,4,SFO,-6.0,43.0
2017,CRD,5,@PHI,6.0,45.0
2017,CRD,6,TAM,2.5,46.5
2017,CRD,7,@LAR,3.0,45.5
2017,CRD,8,@SFO,-2.5,39.0
2017,CRD,9,SEA,6.0,40.0
2017,CRD,10,@HOU,2.5,38.0
2017,CRD,11,JAX,6.0,37.5
2017,CRD,12,LAR,7.5,43.0
2017,CRD,13,TEN,2.5,42.0
2017,CRD,14,@WAS,4.0,40.0
2017,CRD,15,NYG,-3.0,39.0
2017,CRD,16,@SEA,8.0,38.0
2017,ATL,1,@CHI,-6.5,48.0
2017,ATL,2,GNB,-3.0,55.0
2017,ATL,3,@DET,-3.0,51.0
2017,ATL,4,BUF,-8.0,48.0
2017,ATL,5,MIA,-14.0,46.0
2017,ATL,6,@NWE,3.0,56.5
2017,ATL,7,@NYJ,-6.5,43.5
2017,ATL,8,@CAR,-3.0,42.0
2017,ATL,9,DAL,-3.5,49.0
2017,ATL,10,@SEA,-1.0,46.0
2017,ATL,11,TAM,-10.5,47.0
2017,ATL,12,MIN,-2.0,48.5
2017,ATL,13,NOR,-2.5,51.5
2017,ATL,14,@TAM,-7.0,49.5
2017,ATL,15,@NOR,5.5,52.0
2017,ATL,16,CAR,-5.0,44.5
2017,RAV,1,@CIN,2.5,41.5
2017,RAV,2,CLE,-7.5,39.5
2017,RAV,3,@JAX,-3.0,38.0
2017,RAV,4,PIT,3.5,42.0
2017,RAV,5,@OAK,3.0,40.5
2017,RAV,6,CHI,-5.5,39.5
2017,RAV,7,@MIN,5.0,37.5
2017,RAV,8,MIA,-3.0,38.0
2017,RAV,9,@TEN,3.0,41.0
2017,RAV,10,@GNB,-2.5,38.5
2017,RAV,11,HOU,-7.5,39.5
2017,RAV,12,DET,-2.5,43.0
2017,RAV,13,@PIT,6.0,43.0
2017,RAV,14,@CLE,-6.5,42.0
2017,RAV,15,IND,-13.5,41.0
2017,RAV,16,CIN,-8.0,40.0
2017,BUF,1,NYJ,-7.0,42.0
2017,BUF,2,@CAR,6.5,43.0
2017,BUF,3,DEN,3.5,40.0
2017,BUF,4,@ATL,8.0,48.0
2017,BUF,5,@CIN,3.0,39.0
2017,BUF,6,TAM,-3.0,46.5
2017,BUF,7,OAK,-2.0,47.0
2017,BUF,8,@NYJ,-3.0,42.0
2017,BUF,9,NOR,2.0,48.5
2017,BUF,10,@LAC,7.0,41.5
2017,BUF,11,@KAN,8.5,47.0
2017,BUF,12,NWE,7.5,48.5
2017,BUF,13,IND,-3.5,36.5
2017,BUF,14,MIA,-3.5,39.5
2017,BUF,15,@NWE,11.0,47.5
2017,BUF,16,@MIA,-2.5,41.5
2017,CAR,1,@SFO,-4.5,45.5
2017,CAR,2,BUF,-6.5,43.0
2017,CAR,3,NOR,-5.0,46.5
2017,CAR,4,@NWE,9.0,48.0
2017,CAR,5,@DET,2.0,42.0
2017,CAR,6,PHI,-3.0,44.0
2017,CAR,7,@CHI,-2.5,39.5
2017,CAR,8,@TAM,1.5,46.0
2017,CAR,9,ATL,3.0,42.0
2017,CAR,10,MIA,-8.0,38.5
2017,CAR,11,@NYJ,-5.5,39.5
2017,CAR,12,@NOR,5.5,48.0
2017,CAR,13,MIN,2.5,40.5
2017,CAR,14,GNB,-3.0,46.5
2017,CAR,15,TAM,-10.0,46.5
2017,CAR,16,@ATL,5.0,44.5
2017,CHI,1,ATL,6.5,48.0
2017,CHI,2,@TAM,7.0,44.0
2017,CHI,3,PIT,7.0,43.5
2017,CHI,4,@GNB,7.5,44.0
2017,CHI,5,MIN,3.5,41.0
2017,CHI,6,@BAL,5.5,39.5
2017,CHI,7,CAR,2.5,39.5
2017,CHI,8,@NOR,7.5,46.0
2017,CHI,9,GNB,-4.5,37.5
2017,CHI,10,DET,3.0,41.0
2017,CHI,11,@PHI,14.0,43.5
2017,CHI,12,SFO,-2.5,42.0
2017,CHI,13,@CIN,6.0,40.5
2017,CHI,14,@DET,5.0,43.5
2017,CHI,15,CLE,-5.5,37.0
2017,CHI,16,@MIN,13.5,38.5
2017,CIN,1,BAL,-2.5,41.5
2017,CIN,2,HOU,-5.0,38.0
2017,CIN,3,@GNB,7.0,47.5
2017,CIN,4,@CLE,-3.0,41.5
2017,CIN,5,BUF,-3.0,39.0
2017,CIN,6,@PIT,4.0,40.0
2017,CIN,7,IND,-11.0,44.0
2017,CIN,8,@JAX,6.0,38.0
2017,CIN,9,@TEN,4.5,40.5
2017,CIN,10,@DEN,2.5,37.5
2017,CIN,11,CLE,-7.5,39.0
2017,CIN,12,PIT,4.5,42.5
2017,CIN,13,CHI,-6.0,40.5
2017,CIN,14,@MIN,12.5,42.5
2017,CIN,15,DET,3.5,43.5
2017,CIN,16,@BAL,8.0,40.0
2017,CLE,1,PIT,10.0,47.0
2017,CLE,2,@BAL,7.5,39.5
2017,CLE,3,@IND,-1.0,42.0
2017,CLE,4,CIN,3.0,41.5
2017,CLE,5,NYJ,1.5,41.5
2017,CLE,6,@HOU,7.5,46.0
2017,CLE,7,TEN,5.5,42.5
2017,CLE,8,MIN,11.0,38.5
2017,CLE,9,@DET,10.5,42.5
2017,CLE,10,JAX,7.5,37.0
2017,CLE,11,@CIN,7.5,39.0
2017,CLE,12,@LAC,13.5,45.0
2017,CLE,13,GNB,2.5,38.5
2017,CLE,14,BAL,6.5,42.0
2017,CLE,15,@CHI,5.5,37.0
2017,CLE,16,@PIT,5.0,38.5
2017,DAL,1,NYG,-6.0,46.5
2017,DAL,2,@DEN,-2.5,44.0
2017,DAL,3,@ARI,-3.0,46.5
2017,DAL,4,LAR,-5.0,51.0
2017,DAL,5,GNB,-2.5,52.0
2017,DAL,6,@SFO,-6.5,48.0
2017,DAL,7,@WAS,-3.0,46.5
2017,DAL,8,KAN,-2.5,53.0
2017,DAL,9,@ATL,3.5,49.0
2017,DAL,10,PHI,6.0,48.0
2017,DAL,11,LAC,1.0,46.5
2017,DAL,12,WAS,1.5,47.0
2017,DAL,13,@NYG,-4.0,42.0
2017,DAL,14,@OAK,-3.0,46.0
2017,DAL,15,SEA,-4.5,47.0
2017,DAL,16,@PHI,-3.5,41.0
2017,DEN,1,LAC,-3.0,41.5
2017,DEN,2,DAL,2.5,44.0
2017,DEN,3,@BUF,-3.5,40.0
2017,DEN,4,OAK,-3.5,44.0
2017,DEN,5,NYG,-13.5,37.5
2017,DEN,6,@LAC,-1.0,41.0
2017,DEN,7,@KAN,7.0,42.0
2017,DEN,8,@PHI,7.0,41.0
2017,DEN,9,NWE,7.0,45.0
2017,DEN,10,CIN,-2.5,37.5
2017,DEN,11,@OAK,3.5,41.0
2017,DEN,12,@MIA,-1.0,41.0
2017,DEN,13,NYJ,1.0,40.5
2017,DEN,14,@IND,-3.0,40.5
2017,DEN,15,@WAS,3.0,39.5
2017,DEN,16,KAN,-3.0,37.5
2017,DET,1,ARI,2.5,48.5
2017,DET,2,@NYG,3.0,42.0
2017,DET,3,ATL,3.0,51.0
2017,DET,4,@MIN,2.5,43.0
2017,DET,5,CAR,-2.0,42.0
2017,DET,6,@NOR,6.0,50.5
2017,DET,7,PIT,3.0,44.5
2017,DET,8,@GNB,-2.5,42.5
2017,DET,9,CLE,-10.5,42.5
2017,DET,10,@CHI,-3.0,41.0
2017,DET,11,MIN,2.5,46.0
2017,DET,12,@BAL,2.5,43.0
2017,DET,13,@TAM,0.0,47.5
2017,DET,14,CHI,-5.0,43.5
2017,DET,15,@CIN,-3.5,43.5
2017,DET,16,GNB,-7.5,44.5
2017,GNB,1,SEA,-2.5,49.5
2017,GNB,2,@ATL,3.0,55.0
2017,GNB,3,CIN,-7.0,47.5
2017,GNB,4,CHI,-7.5,44.0
2017,GNB,5,@DAL,2.5,52.0
2017,GNB,6,@MIN,-3.0,46.0
2017,GNB,7,NOR,3.5,45.5
2017,GNB,8,DET,2.5,42.5
2017,GNB,9,@CHI,4.5,37.5
2017,GNB,10,BAL,2.5,38.5
2017,GNB,11,@PIT,14.0,42.5
2017,GNB,12,TAM,-3.0,45.0
2017,GNB,13,@CLE,-2.5,38.5
2017,GNB,14,@CAR,3.0,46.5
2017,GNB,15,MIN,8.5,41.0
2017,GNB,16,@DET,7.5,44.5
2017,HTX,1,JAX,-5.5,38.0
2017,HTX,2,@CIN,5.0,38.0
2017,HTX,3,@NWE,13.5,44.5
2017,HTX,4,TEN,2.5,43.0
2017,HTX,5,KAN,2.0,45.0
2017,HTX,6,CLE,-7.5,46.0
2017,HTX,7,@SEA,6.0,45.0
2017,HTX,8,IND,-6.0,45.0
2017,HTX,9,@LAR,12.0,45.0
2017,HTX,10,ARI,-2.5,38.0
2017,HTX,11,@BAL,7.5,39.5
2017,HTX,12,@TEN,7.0,42.5
2017,HTX,13,SFO,-1.0,45.5
2017,HTX,14,@JAX,10.5,39.0
2017,HTX,15,PIT,8.0,45.5
2017,HTX,16,@IND,5.5,41.5
2017,CLT,1,@LAR,3.5,41.5
2017,CLT,2,ARI,7.0,44.0
2017,CLT,3,CLE,1.0,42.0
2017,CLT,4,@SEA,12.5,41.5
2017,CLT,5,SFO,-1.0,43.5
2017,CLT,6,@TEN,7.0,46.0
2017,CLT,7,JAX,3.0,41.0
2017,CLT,8,@CIN,11.0,44.0
2017,CLT,9,@HOU,6.0,45.0
2017,CLT,10,PIT,10.5,47.0
2017,CLT,11,TEN,3.0,46.5
2017,CLT,12,@JAX,10.0,41.0
2017,CLT,13,@BUF,3.5,36.5
2017,CLT,14,DEN,3.0,40.5
2017,CLT,15,@BAL,13.5,41.0
2017,CLT,16,HOU,-5.5,41.5
2017,JAX,1,@HOU,5.5,38.0
2017,JAX,2,TEN,1.0,42.0
2017,JAX,3,BAL,3.0,38.0
2017,JAX,4,@NYJ,-4.0,38.5
2017,JAX,5,@PIT,7.5,41.0
2017,JAX,6,LAR,-1.0,42.0
2017,JAX,7,@IND,-3.0,41.0
2017,JAX,8,CIN,-6.0,38.0
2017,JAX,9,LAC,-5.0,40.5
2017,JAX,10,@CLE,-7.5,37.0
2017,JAX,11,@ARI,-6.0,37.5
2017,JAX,12,IND,-10.0,41.0
2017,JAX,13,SEA,-3.0,41.0
2017,JAX,14,HOU,-10.5,39.0
2017,JAX,15,@SFO,-4.0,43.0
2017,JAX,16,@TEN,2.5,40.0
2017,KAN,1,@NWE,8.0,47.5
2017,KAN,2,PHI,-4.0,46.5
2017,KAN,3,@LAC,-3.0,47.5
2017,KAN,4,WAS,-6.5,48.0
2017,KAN,5,@HOU,-2.0,45.0
2017,KAN,6,PIT,-3.5,46.0
2017,KAN,7,@OAK,-3.0,46.5
